"Id","Product Name","Sale Price","Category","Tax Applied","Hidden"
"538272","8oz Sip Through Lids - White","27.35","DISPOSABLES","Y","N"
"538321","8oz Soup Bowls With Lids","33.59","PAPER AND PLASTIC CUPS","Y","N"
"538267","8oz Spectra Double Wall Cup - Blue","34.19","PAPER AND PLASTIC CUPS","Y","N"
"538330","8oz Swirl Design Cups","20.51","PAPER AND PLASTIC CUPS","Y","N"
"538305","8oz Wavy Triple Wall Ripple Coffee Cup - Navy","39.89","PAPER AND PLASTIC CUPS","Y","N"
"538314","9oz Lavazza Paper Cups","47.99","PAPER AND PLASTIC CUPS","Y","N"
"448307","Barista Championship Knock Box","51.59","COFFEE MACHINE ACCESSORIES","Y","N"
"63872","Benders Milano Barrier Paper Cups","71.94","Macmillan Coffee Morning Support","Y","Y"
"538344","Benders Milano Lids 12oz - White","34.74","DISPOSABLES","Y","N"
"538345","Benders Milano Lids 16oz - White","41.94","DISPOSABLES","Y","N"
"538334","Benders Milano Lids 4oz - White","28.79","DISPOSABLES","Y","N"
"538335","Benders Milano Lids 8/9oz - White","32.34","DISPOSABLES","Y","N"
"495253","Black S-Ripple Cups","39.89","Macmillan Coffee Morning Support","Y","Y"
"489970","Blendtec ABC Commercial Blender","1019.99","Blendtec Blenders","Y","N"
"535820","Blendtec ABC Commercial Blender Summer Deal","1175.39","Blendtec Blenders","Y","Y"
"354751","Blendtec Clear Jug","83.39","Blendtec Blender Summer Bumper Deal","Y","N"
"513935","Blendtec Motor Enclosure","179.99","Blendtec Accessories","Y","N"
"535872","Blendtec Non-Dairy J2 Jugs & Lids","95.39","BLENDTEC JUGS","Y","N"
"535821","Blendtec Q Series Blender Summer Deal","1049.99","Blendtec Blender Summer Bumper Deal","Y","N"
"329349","Blendtec Q Series Commercial Blender","959.99","Blendtec Blenders","Y","N"
"535055","Blendtec Rapid Rinser","215.99","Blendtec Accessories","Y","N"
"513990","Blendtec Recipe Book","23.99","Blendtec Accessories","Y","N"
"537140","Blendtec Soft Lid","8.99","Blendtec Accessories","Y","N"
"513883","Blendtec Sound Enclosure","191.94","Blendtec Accessories","Y","N"
"535822","Blendtec Spacesaver Blender Summer Deal","955.19","Blendtec Blender Summer Bumper Deal","Y","N"
"489220","Blendtec Spacesaver Commercial Blender","599.99","Blendtec Blenders","Y","N"
"532138","Blendtec SpaceSaver Commercial Blender & Starter Pack","545.99","Blendtec Blenders","Y","Y"
"528550","Blendtec Stealth Commercial Blender","1289.99","Blendtec Blenders","Y","N"
"490267","Blendtec Total  Blender -  HP3A","455.99","Blendtec Blenders","Y","N"
"522539","Blendtec Twister Jug","155.94","BLENDTEC JUGS","Y","N"
"537141","Blendtec Vented Gripper Lid for Jars","11.99","Blendtec Accessories","Y","N"
"537063","Blendtec Wildside Jug","119.99","Blendtec Jugs","Y","N"
"535823","Blendtec Xpress Blender Summer Deal","559.19","Blendtec Blender Summer Bumper Deal","Y","N"
"336913","Blendtec Xpress Commercial Blender","419.99","Blendtec Blenders","Y","N"
"517352","Bonito Spoon Biscuits","9.99","Biscuits and Confectionery","N","N"
"537009","Boo Stencil","4.19","Cappuccino Stencils","Y","N"
"537575","Bravilor Airpot Furento","65.94","COFFEE MACHINE ACCESSORIES","Y","Y"
"63394","Bravilor Bolero XL423","0.00","Soluble Coffee and Cappuccino Machines","N","N"
"63759","Bravilor Bulk Brewer","0.00","Bulk Brewing Coffee Machines","N","N"
"184802","Bravilor Hot Plate","101.94","COFFEE MACHINE ACCESSORIES","Y","N"
"63748","Bravilor Matic 2","419.94","Bravilor Pour & Serve Coffee Machines","Y","N"
"63750","Bravilor Matic Twin","845.94","Bravilor Pour & Serve Coffee Machines","Y","N"
"63746","Bravilor Mondo 2","353.93","Bravilor Pour & Serve Coffee Machines","Y","N"
"63747","Bravilor Mondo Twin","587.99","Bravilor Pour & Serve Coffee Machines","Y","N"
"488361","Bravilor Novo Filter Coffee Machine","179.99","Bravilor Pour & Serve Coffee Machines","Y","N"
"489962","Bravilor Renegite Cleaning Sachet","1.2","Filter Machine Cleaning","Y","N"
"68721","Bravilor RLX31 Filter Coffee Machine","0.00","Bravilor RLX Series Filter Coffee Machines","N","N"
"68725","Bravilor RLX41 Filter Coffee Machine","0.00","Bravilor RLX Series Filter Coffee Machines","N","N"
"68733","Bravilor RLX55 Filter Coffee Machine","0.00","Bravilor RLX Series Filter Coffee Machines","N","N"
"68731","Bravilor RLX575 Filter Coffee Machine","0.00","Bravilor RLX Series Filter Coffee Machines","N","N"
"68732","Bravilor RLX585 Filter Coffee Machine","0.00","Bravilor RLX Series Filter Coffee Machines","N","N"
"68730","Bravilor RLX75 Filter Coffee Machine","0.00","Bravilor RLX Series Filter Coffee Machines","N","N"
"68729","Bravilor RLX76 Filter Coffee Machine","0.00","Bravilor RLX Series Filter Coffee Machines","N","N"
"352749","Bravilor Solo","490.8","Bravilor Hot Chocolate Machine","Y","N"
"63403","Bravilor Water Boilers","372","Hot Water Boilers","Y","N"
"538227","Brown Rough Cut Sugar Cubes","3.99","Sugar & Sweetener Sticks","N","N"
"537372","Brown Sugar Swizzle Sticks","19.99","Sugar & Sweetener Sticks","N","N"
"535792","Bumper Blended Beverage Box","98.99","SMOOTHIES & MILKSHAKES","Y","Y"
"452099","Byron Bay Cafe Cookie Starter Kit","71.99","Byron Bay Cookies","Y","N"
"452101","Byron Bay Cafe Cookies","3.99","Byron Bay Cookies","N","Y"
"537064","Byron Bay Clowning Around","3.99","Byron Bay Cookies","N","N"
"489430","Byron Bay Cookie Bags","17.99","Byron Bay Cookies","Y","N"
"537375","Byron Bay Cookie Jar","17.99","Byron Bay Cookies","Y","N"
"537374","Byron Bay Cookie Jar Mat","1.2","Byron Bay Cookies","Y","N"
"455988","Byron Bay Cookie Jar Tags","0.06","Byron Bay Cookies","Y","N"
"537373","Byron Bay Cookie Tongs","5.99","Byron Bay Cookies","Y","N"
"537065","Byron Bay Cranberry Crunch","3.99","Byron Bay Cookies","N","N"
"537066","Byron Bay Dotty Cookies","3.99","Byron Bay Cookies","N","N"
"537067","Byron Bay Milk Choc Chunk Cookies","3.99","Byron Bay Cookies","N","N"
"537069","Byron Bay Salted Caramel Cookies","3.99","Byron Bay Cookies","N","N"
"537324","Byron Bay Stainless Steel Cookie Tongs","5.99","Byron Bay Cookies","Y","N"
"537070","Byron Bay Sticky Date, Ginger & Walnut Cookies","3.99","Byron Bay Cookies","N","N"
"537068","Byron Bay Strawberries & Clotted Cream Cookies","3.99","Byron Bay Cookies","N","N"
"537071","Byron Bay Triple Choc Fudge Cookies","3.99","Byron Bay Cookies","N","N"
"537072","Byron Bay White Choc Chunk & Macadamia Nut Cookies","3.99","Byron Bay Cookies","N","N"
"537105","Cadbury Drinking Chocolate","8.99","HOT CHOCOLATE DRINKS","N","N"
"537106","Cadbury Drinking Chocolate","49.99","HOT CHOCOLATE DRINKS","N","N"
"536412","Cadburys Hot Chocolate Sticks","14.99","HOT CHOCOLATE DRINKS","N","N"
"489477","Cafe Fiesta Pure Colombian Freeze Dried Coffee","54.95","Vending Machine Products","N","N"
"490022","Cafe Go Foam Cups","34.14","PAPER AND PLASTIC CUPS","Y","Y"
"63722","Cafe Maid Cream Pots","5.49","Milk, Creamers & Whiteners","N","N"
"537213","Cafe Pod Arabica Lungo","2.69","Nespresso Compatible Pods","N","N"
"537214","Cafe Pod Arabica Lungo - Case","7.75","Nespresso Compatible Pods - Case","N","N"
"537219","Cafe Pod Colombia Huila","2.89","Nespresso Compatible Pods","N","N"
"537220","Cafe Pod Colombia Huila - Case","11","Nespresso Compatible Pods - Case","N","N"
"537215","Cafe Pod Decaf","2.69","Nespresso Compatible Pods","N","N"
"537216","Cafe Pod Decaf - Case","7.75","Nespresso Compatible Pods - Case","N","N"
"537207","Cafe Pod Intense","2.69","Nespresso Compatible Pods","N","N"
"537209","Cafe Pod Intense - Case","7.75","Nespresso Compatible Pods - Case","N","N"
"537205","Cafe Pod Ristretto","2.69","Nespresso Compatible Pods","N","N"
"537206","Cafe Pod Ristretto - Case","7.75","Nespresso Compatible Pods - Case","N","N"
"537210","Cafe Pod Smooth","2.69","Nespresso Compatible Pods","N","N"
"537211","Cafe Pod Smooth - Case","7.75","Nespresso Compatible Pods - Case","N","N"
"537217","Cafe Pod Sumatra Lake Tawar","2.89","Nespresso Compatible Pods","N","N"
"537218","Cafe Pod Sumatra Lake Tawar - Case","11","Nespresso Compatible Pods - Case","N","N"
"451373","Cafe Wipez Urnex Cleaning Wipes","5.99","Bean To Cup Cleaning","Y","N"
"535333","Cafeology Freeze Dried Fairtrade Coffee","122.56","FAIRTRADE COFFEE","N","N"
"519690","Caffe Prima - Peru - Cafe Femenino Coffee Beans","64.99","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","Y"
"511091","Caffe Prima Arabica Coffee Beans (1kg)","8.99","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537160","Caffe Prima Arabica Coffee Beans (4kg)","33.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"59082","Caffe Prima Arabica Coffee Beans (6kg)","49.5","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"537161","Caffe Prima Belvedere Coffee Beans (4kg)","33.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"69797","Caffe Prima Belvedere Coffee Beans (6kg)","47.95","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"534955","Caffe Prima Belvedere Coffee Beans 1kg","8.99","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"59104","Caffe Prima Belvedere Filter Coffee Sachets","21.99","Caffe Prima Filter Coffee Sachets","N","N"
"488396","Caffe Prima Brown Sugar Sticks","8.99","Sugar & Sweetener Sticks","N","N"
"519752","Caffe Prima Cafe Femenino Peruvian Coffee Beans","10.99","Caffe Prima Roasted Coffee Beans (Kilos)","N","Y"
"489481","Caffe Prima Cappuccino Topping","39.99","Milk, Creamers & Whiteners","N","N"
"517351","Caffe Prima Caramelised Saucer Biscuits","8.79","Biscuits and Confectionery","N","N"
"511187","Caffe Prima Chocolate Dot Cookies","3.49","Caffe Prima Cookies","N","N"
"312342","Caffe Prima Chocolate Dusting Sprinkler","2.99","TOPPINGS","N","N"
"312348","Caffe Prima Chocolate Flakes Sprinkler","2.79","TOPPINGS","N","N"
"489404","Caffe Prima Chocolate Sprinkler Pack","14.99","TOPPINGS","N","N"
"462800","Caffe Prima Cinnamon Sprinkler","2.99","TOPPINGS","N","N"
"495175","Caffe Prima Cioccolato Supremo Chocolate Drink","11.99","HOT CHOCOLATE DRINKS","N","N"
"395116","Caffe Prima Coffee A-Board","59.99","Caffe Prima Point Of Sale","Y","Y"
"537256","Caffe Prima Coffee Beans Mixed Case 4kg","28.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"395120","Caffe Prima Coffee Information Cards","0.95","Caffe Prima Point Of Sale","Y","N"
"511095","Caffe Prima Colombian Coffee Beans 1Kg","9.49","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537162","Caffe Prima Colombian Coffee Beans 4Kg","35.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"151398","Caffe Prima Colombian Coffee Beans 6Kg","52.49","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"59102","Caffe Prima Colombian Filter Coffee Sachets","28.99","Caffe Prima Filter Coffee Sachets","N","N"
"511092","Caffe Prima Continental Coffee Beans 1Kg","6.99","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537163","Caffe Prima Continental Coffee Beans 4Kg","25.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"59078","Caffe Prima Continental Coffee Beans 6Kg","39.99","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"401310","Caffe Prima Continental Coffee Pods","22.49","Caffe Prima ESE Coffee Pods","N","N"
"520785","Caffe Prima Cookie Bags","2.39","Caffe Prima Cookies","Y","N"
"495356","Caffe Prima Cookie Starter Kit","59.99","Caffe Prima Cookies","Y","N"
"494663","Caffe Prima Cookies Top Up","2.99","Caffe Prima Cookies","N","Y"
"511107","Caffe Prima Costa Rica - Zamorana Single Estate Coffee Beans 1Kg","10.99","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537178","Caffe Prima Costa Rica - Zamorana Single Estate Coffee Beans 4Kg","41.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"514899","Caffe Prima Costa Rica - Zamorana Single Estate Coffee Beans 6Kg","64.99","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"231903","Caffe Prima Crockery","24","CROCKERY AND GLASSWARE","Y","N"
"511183","Caffe Prima Date Stem Ginger Cookies","3.49","Caffe Prima Cookies","N","N"
"460228","Caffe Prima Decaf Cafetiere Sachets","23.49","Caffe Prima Fresh Cafetiere Sachets","N","N"
"401311","Caffe Prima Decaf Espresso Pods","23.99","Caffe Prima ESE Coffee Pods","N","N"
"511106","Caffe Prima Decaffeinated Coffee Beans 1Kg","10.49","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537164","Caffe Prima Decaffeinated Coffee Beans 4Kg","39.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"303804","Caffe Prima Decaffeinated Coffee Beans 6Kg","59.95","Caffe Prima Decaffeinated Coffees","N","N"
"59106","Caffe Prima Decaffeinated Filter Coffee Sachets","34.99","Caffe Prima Filter Coffee Sachets","N","N"
"536966","Caffe Prima Earl Grey Loose Leaf Tea","8.99","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"535845","Caffe Prima El Salvador San Ernesto Coffee Beans","8.99","Caffe Prima Roasted Coffee Beans (Kilos)","N","Y"
"535840","Caffe Prima El Salvador San Ernesto Coffee Beans","50.34","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","Y"
"536970","Caffe Prima English Breakfast Loose Leaf Tea","3.99","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"520913","Caffe Prima ESE Coffee Pods - Dark Arabica","24.99","Caffe Prima ESE Coffee Pods","N","N"
"519024","Caffe Prima ESE Coffee Pods - Variety Pack","32.99","Caffe Prima ESE Coffee Pods","N","N"
"532139","Caffe Prima ESE Coffee Pods - Variety Pack x 400 Pods","60.75","Garraways Black Friday Sale","N","Y"
"490039","Caffe Prima Fairtrade Arabica ESE Coffee Pods","25.5","Caffe Prima ESE Coffee Pods","N","N"
"448851","Caffe Prima Fairtrade Chocolate Sprinkler","2.99","TOPPINGS","N","N"
"395117","Caffe Prima Fairtrade Coffee A-Board","59.99","FairTrade Point Of Sale","Y","Y"
"534954","Caffe Prima Fairtrade Continental Coffee Beans 1Kg","9.49","FAIRTRADE COFFEE","N","N"
"537165","Caffe Prima Fairtrade Continental Coffee Beans 4Kg","35.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"534953","Caffe Prima Fairtrade Continental Coffee Beans 6Kg","54.5","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"182619","Caffe Prima Fairtrade Italian Mahogany Coffee Beans (6KG)","54.5","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"537166","Caffe Prima Fairtrade Italian Mahogany Coffee Beans 4Kg","34.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"511103","Caffe Prima Fairtrade Roma Coffee Beans 1Kg","9.49","FAIRTRADE COFFEE","N","N"
"537167","Caffe Prima Fairtrade Roma Coffee Beans 4Kg","35.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"94468","Caffe Prima Fairtrade Roma Coffee Beans 6Kg","54.5","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"534962","Caffe Prima Fairtrade Serrano Coffee Beans 1Kg","9.49","FAIRTRADE COFFEE","N","N"
"537180","Caffe Prima Fairtrade Serrano Coffee Beans 4Kg","35.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"534963","Caffe Prima Fairtrade Serrano Coffee Beans 6Kg","54.5","FAIRTRADE COFFEE","N","N"
"536958","Caffe Prima Grosvenor Cafetiere Sachets","21.49","CAFFE PRIMA COFFEE BEANS","N","N"
"537182","Caffe Prima Grosvenor Coffee Beans 1Kg","8.49","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537168","Caffe Prima Grosvenor Coffee Beans 4Kg","31.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"537183","Caffe Prima Grosvenor Coffee Beans 6Kg","47.5","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"535068","Caffe Prima Grosvenor Filter Coffee Sachets","28.49","Caffe Prima Filter Coffee Sachets","N","N"
"511102","Caffe Prima Italian Mahogany Coffee Beans 1Kg","9.49","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537169","Caffe Prima Italian Mahogany Coffee Beans 4Kg","35.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"534952","Caffe Prima Italian Mahogany Coffee Beans 6Kg","48.75","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"490038","Caffe Prima Italian Mahogany ESE Pods","24.99","Caffe Prima ESE Coffee Pods","N","N"
"536971","Caffe Prima Jasmine Loose Leaf Tea","10.49","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"536955","Caffe Prima Kensington Coffee Beans 1Kg","8.85","CAFFE PRIMA COFFEE BEANS","N","N"
"537170","Caffe Prima Kensington Coffee Beans 4Kg","33.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"536956","Caffe Prima Kensington Coffee Beans 6Kg","46.3","CAFFE PRIMA COFFEE BEANS","N","N"
"536957","Caffe Prima Kensington Filter Coffee Sachets","23.49","CAFFE PRIMA COFFEE BEANS","N","N"
"395138","Caffe Prima Landscape Counter Display","1.79","Caffe Prima Point Of Sale","Y","N"
"536972","Caffe Prima Lapsang Souchong Loose Leaf Tea","10.49","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","Y"
"511184","Caffe Prima Lemon Shortbread Cookies","3.49","Caffe Prima Cookies","N","N"
"536965","Caffe Prima Loose Leaf Green Tea","10.49","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"460226","Caffe Prima Mayfair Cafetiere Sachets","19.99","Caffe Prima Fresh Cafetiere Sachets","N","N"
"534970","Caffe Prima Mayfair Coffee Beans 1Kg","8.4","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537171","Caffe Prima Mayfair Coffee Beans 4Kg","31.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"69799","Caffe Prima Mayfair Coffee Beans 6Kg","42.5","Discounted Coffee Beans","N","N"
"59103","Caffe Prima Mayfair Filter Coffee Sachets","28.99","Caffe Prima Filter Coffee Sachets","N","N"
"511190","Caffe Prima Milk Choc Chunk Cookies","3.49","Caffe Prima Cookies","N","N"
"492709","Caffe Prima Milkshake Starter Kit","299.99","Milkshake Mixes","Y","N"
"490463","Caffe Prima Milkshakes - Banana","14.99","June Deals","N","N"
"490453","Caffe Prima Milkshakes - Chocolate","14.99","Milkshake Mixes","N","N"
"490454","Caffe Prima Milkshakes - Strawberry","14.99","June Deals","N","N"
"490452","Caffe Prima Milkshakes - Vanilla","14.99","Milkshake Mixes","N","N"
"516422","Caffe Prima Milkshakes Mixed Case","79.99","Milkshake Mixes","N","N"
"511094","Caffe Prima Mocha Java Coffee Beans 1Kg","9.99","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537172","Caffe Prima Mocha Java Coffee Beans 4Kg","37.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"59080","Caffe Prima Mocha Java Coffee Beans 6Kg","44.5","Discounted Coffee Beans","N","N"
"511188","Caffe Prima Natural Honey & Oats Cookies","3.49","Caffe Prima Cookies","N","N"
"511096","Caffe Prima Nicaraguan Coffee Beans 1Kg","9.99","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537173","Caffe Prima Nicaraguan Coffee Beans 4Kg","37.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"489550","Caffe Prima Nicaraguan Coffee Beans 6Kg","54.95","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"536967","Caffe Prima Peppermint Loose Leaf Tea","10.49","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"395137","Caffe Prima Portrait Counter Display","1.79","Caffe Prima Point Of Sale","Y","Y"
"62597","Caffe Prima Premium Blend 1 Cup Tea Bags - 1100","12.99","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"538076","Caffe Prima Premium Blend 2 Cup Tea Bags - 1100","14.99","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"538077","Caffe Prima Premium Blend Fairtrade Tea - 1100","19.99","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"489522","Caffe Prima Premium Chocolate Blend (Case)","39.99","HOT CHOCOLATE DRINKS","N","N"
"401309","Caffe Prima Pure Arabica Coffee Pods","23.49","Caffe Prima ESE Coffee Pods","N","N"
"536968","Caffe Prima Pure Assam Loose Leaf Tea","8.69","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"536969","Caffe Prima Pure Darjeeling Loose Leaf Tea","11.79","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"511097","Caffe Prima Ristretto Coffee Beans 1Kg","8.79","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537179","Caffe Prima Ristretto Coffee Beans 4Kg","33.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"172782","Caffe Prima Ristretto Coffee Beans 6Kg","39.99","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"511189","Caffe Prima Rolled Oats & Fruit Cookies","3.49","Caffe Prima Cookies","N","N"
"511098","Caffe Prima Roma Coffee Beans 1Kg","8.49","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
