"Product Id","Product Name","Web Price","Cost Price","Discount Type","Discount Value","Bulk Discount Exists"
"540265","ESE Infusions - Caramel Flavoured Costa Rican x 50","14.99","0.00","2","12.99","N"
"540302","ESE Infusions - Chocolate Flavoured Colombian x 50","14.99","0.00","2","12.99","N"
"540301","ESE Infusions - Hazelnut Flavoured Honduras ESE Coffee Pods x 50","14.99","0.00","2","12.99","N"
"540299","ESE Infusions - Irish Cream Flavoured Sumatra ESE Coffee Pods x 50","14.99","0.00","2","12.99","N"
"540300","ESE Infusions - Vanilla Flavoured Venetian ESE Coffee Pods x 50","14.99","0.00","2","12.99","N"
"531707","Espresso Cups & Saucers x6","18.99","0.00","0","0.00","Y"
"531963","Espresso Machine Shower Plates","4.99","0.00","0","0.00","Y"
"531691","Espresso Shot Glass - 2oz Lined","3.99","0.00","0","0.00","Y"
"541520","Ethiopian Sidamo Compostable Nespresso Capsules x 10","3.99","0.00","2","2.69","Y"
"542854","Everpure Claris Water Filters","54.99","0.00","0","0.00","N"
"531728","Exotic Fruit Smoothie Mix - 1 Ltr","4.49","0.00","0","0.00","Y"
"531867","Expobar Carat Espresso Machine","2995.00","0.00","0","0.00","N"
"531915","Expobar Diamant Espresso Machines","3945.00","0.00","0","0.00","N"
"531898","Expobar G10","2845.00","0.00","2","2395.00","N"
"540103","Expobar Monroc Espresso Machines","1195.00","0.00","0","0.00","N"
"543807","Expobar Rosetta Espresso Machine","2995.00","0.00","2","2495.00","N"
"544054","Expobar Zenith On Demand Grinder","799.99","0.00","2","599.99","N"
"531787","FairTrade Brown Sugar Sticks x 1000","8.99","0.00","0","0.00","Y"
"531909","FairTrade Caramelised Biscuit x 300","12.99","0.00","0","0.00","Y"
"531583","FairTrade Chocolate Sprinkler","2.99","0.00","0","0.00","Y"
"531902","FairTrade Coffee Sticks x 250","16.29","0.00","0","0.00","Y"
"531701","FairTrade Dark Italia Coffee Beans","54.99","0.00","0","0.00","Y"
"531919","FairTrade Gold Instant Coffee Sachets","16.79","0.00","0","0.00","Y"
"531813","FairTrade Hot Chocolate Sachets x 100","16.99","0.00","0","0.00","Y"
"531589","FairTrade Milano Filter Coffee","29.99","0.00","0","0.00","Y"
"531851","FairTrade Romero Coffee Beans 6KG","54.99","0.00","0","0.00","Y"
"531656","FairTrade Tea Bags 1100 Pack","18.99","0.00","0","0.00","Y"
"531621","FairTrade White Sugar Sticks x 1000","8.99","0.00","0","0.00","Y"
"540266","Festive Coffee Stencils Set x 8","9.99","0.00","0","0.00","N"
"531769","Fine Granule Vending Sugar 2 KG","3.49","0.00","0","0.00","Y"
"536946","For Life Stump Tea Pots 13oz","19.99","0.00","0","5.00","N"
"536945","ForLife Stump Tea Pots 18oz","21.99","0.00","0","5.00","N"
"531930","Franke Descaling Solution 700ML","6.29","0.00","0","0.00","Y"
"531601","Franke Evolution","0.00","0.00","0","0.00","N"
"531670","Franke Flair","0.00","0.00","2","0.00","N"
"531982","Franke Pura","0.00","0.00","0","0.00","N"
"531645","Fresh Leaf Teas","2.99","0.00","0","0.00","N"
"531829","Fruit Smoothie Mixes - Mixed Case - 8 x 1 Ltr","34.99","0.00","2","32.99","N"
"540690","Gaggia Accademia Coffee Maker","1299.99","0.00","0","15.00","N"
"540692","Gaggia Anima - Prestige Coffee Maker","699.99","0.00","0","15.00","N"
"540706","Gaggia Brera Coffee Machine","509.99","0.00","0","15.00","N"
"540688","Gaggia Carezza Deluxe Coffee Maker","229.99","0.00","0","15.00","N"
"540689","Gaggia Classic Coffee Machine","269.99","0.00","0","18.00","N"
"531983","Gaggia Commercial Grinders","499.99","0.00","0","5.00","N"
"531755","Gaggia D90 Evolution Commercial Espresso Machine","3945.00","0.00","0","0.00","N"
"541093","Gaggia Deco Espresso Machine","4995.00","0.00","2","4595.00","N"
"531820","Gaggia G Series","0.00","0.00","0","0.00","N"
"540691","Gaggia MDF Grinder - Black","189.99","0.00","0","15.00","N"
"531754","Gaggia XD Espresso Coffee Machines","0.00","0.00","0","0.00","N"
"540829","Galaxy Hot Chocolate Bags","3.99","0.00","0","0.00","Y"
"540436","Galaxy Hot Chocolate Sachets x 100","23.99","0.00","0","0.00","Y"
"546319","Glaceau Smart Water - Sparkling - 24 x 600ml","10.29","0.00","0","0.00","Y"
"539447","Glaceau Smart Water 24 x 600ml","12.99","0.00","2","10.29","Y"
"531723","Glass Biscotti Jars - 3.8 Ltr","10.99","0.00","0","0.00","Y"
"543910","Granulated Skimmed Milk Powder 10 x 500g","29.99","0.00","2","0.00","Y"
"548009","GRAVIA ESE PODS - BLACK FRIDAY SALE X 50","12.99","0.00","2","6.99","Y"
"531849","Great Taste Award Winning Swiss Water Decaf Coffee","5.79","0.00","0","0.00","Y"
"531899","Grinder Cleaning Brush","3.99","0.00","0","0.00","Y"
"531959","Group Head Seals 8.5mm","3.29","0.00","0","0.00","Y"
"531592","Harrogate Bottled Water - Sparkling x 24","9.49","0.00","0","0.00","Y"
"531588","Harrogate Bottled Water - Still x 24","9.49","0.00","0","0.00","Y"
"540210","Hot Chocolate Dispenser - 5 Litre","545.00","0.00","2","489.99","N"
"540828","Iberital IB7 Coffee Machine","1795.00","0.00","0","0.00","N"
"541091","Iberital Intenz Commercial Coffee Machine","1895.00","0.00","0","0.00","N"
"541343","Icelandic Glacial Water","16.49","0.00","0","0.00","Y"
"537089","Individual Mini Panettoncino Panettone Cakes x 12","12.49","0.00","0","0.00","N"
"545458","Instant Powdered Soup Mixes 1KG","7.49","0.00","0","0.00","Y"
"545950","iSi Chrome Charger Holder","9.99","0.00","0","0.00","Y"
"531801","iSi Cream Whipper Chargers","4.09","0.00","0","5.00","N"
"531957","iSi Culinary Inspirations Recipe Book","12.49","0.00","0","5.00","N"
"531682","iSi Easy Whip Plus Cream Whipper","27.99","0.00","0","5.00","N"
"545951","iSi Funnel & Sieve Set","26.99","0.00","0","0.00","N"
"531808","iSi Gourmet Plus Whip Cream Whipper","54.99","0.00","0","5.00","N"
"531712","iSi Injector Tips x 4","14.99","0.00","0","5.00","N"
"546565","iSi Professional Chargers - Extra Capacity x 20","8.99","0.00","0","15.00","Y"
"531720","iSi Profi Whip Cream Whipper","44.99","0.00","0","5.00","N"
"541332","iSi SODA Chargers","4.29","0.00","0","5.00","Y"
"541094","iSi Stainless Steel Tips x 3","16.99","0.00","0","5.00","N"
"535663","iSi Thermo Whip Whipper","64.99","0.00","0","5.00","N"
"531695","iSi Thermo Xpress Cream Whip Station & Free Bulbs","119.99","0.00","0","5.00","N"
"531797","Italian Biscotti Biscuits x 24","12.99","0.00","2","0.00","Y"
"547925","Italian Biscotti Packs - 30 x 50g","19.99","0.00","2","15.99","Y"
"531918","Italian Mini Cantuccini","4.99","0.00","0","40.00","Y"
"541310","JTC OmniBlend V Pro OmniShield Smoothie Blender","379.99","0.00","0","28.00","Y"
"532017","Jumbo Wide Smoothie Straws x 100","1.39","0.00","0","0.00","Y"
"531814","Jura & Franke Cleaning Tablets","29.99","0.00","0","0.00","N"
"531736","Jura Air Intake Nozzle (J67656)","5.29","0.00","0","0.00","N"
"544055","Jura Bluetooth Smart Connect Adapter","59.99","0.00","2","58.49","N"
"547264","Jura Claris PRO - Smart Water Filter - PRO Black","33.49","0.00","0","0.00","Y"
"542120","Jura Claris PRO Blue Water Filter - PRO Blue","33.49","0.00","0","0.00","Y"
"542121","Jura Claris PRO White Water Filter - PRO White","27.49","0.00","0","0.00","Y"
"531912","Jura Claris Water Filters - Claris Blue","10.99","0.00","0","0.00","Y"
"541153","Jura Claris Water Filters - Claris Smart","10.99","0.00","0","0.00","Y"
"531823","Jura Claris Water Filters - Claris White","10.99","0.00","0","10.00","Y"
"531945","Jura Cool Control","99.99","0.00","0","0.00","N"
"531971","Jura Cup Warmer - Slimline","229.99","0.00","0","12.00","N"
"531738","Jura Descaling Tablets","12.29","0.00","0","0.00","N"
"531577","Jura ENA 9 Black Aroma+","1149.99","0.00","2","975.00","N"
"531725","Jura F9 Coffee Maker","1299.95","0.00","2","975.00","N"
"534833","Jura GIGA 5","3750.00","0.00","2","2645.00","N"
"531958","Jura GIGA X3","3995.00","0.00","2","3450.00","N"
"538591","Jura GIGA X8 Speed Pro","4995.00","0.00","2","4195.00","N"
"531827","Jura GIGA X9 Professional","5195.00","0.00","2","4395.00","N"
"541308","Jura Glass Milk Container","26.49","0.00","0","0.00","N"
"540622","Jura Impressa A9 Coffee Maker","1199.95","0.00","2","929.99","N"
"531744","Jura Impressa C60","849.99","0.00","2","679.99","N"
"543998","Jura Impressa E6 Coffee Maker","695.00","0.00","2","575.00","N"
"541120","Jura Impressa E8","1100.00","0.00","2","929.99","N"
"536879","Jura Impressa XJ9 Professional","2049.99","0.00","2","1829.00","N"
"540084","Jura Impressa Z6 - Refurb","2495.00","0.00","2","1999.99","N"
"534834","Jura Impressa Z9 One Touch TFT","2150.00","0.00","2","1699.99","N"
"531907","Jura Milk Accessory Kit","19.99","0.00","0","0.00","Y"
"531745","Jura Milk Cleaning Fluid","15.99","0.00","0","0.00","N"
"531857","Jura Milk Container","28.49","0.00","0","0.00","N"
"531704","Jura Milk Foamers","28.49","0.00","0","0.00","N"
"531699","Jura Stainless Milk Flask","59.99","0.00","0","0.00","N"
"547347","Jura Stainless Steel Milk Pipe Upgrade Kit","24.99","0.00","0","0.00","N"
"543008","Jura WE6 Coffee Machine Package","1499.99","0.00","2","1145.00","N"
"543013","Jura WE8 Coffee Machine Package","1749.99","0.00","2","1425.00","N"
"531830","Jura XJ5 Professional","1995.00","0.00","2","1609.99","N"
"531642","Jura XS9 Classic Coffee Machine","1895.00","0.00","2","1449.99","N"
"531614","Kenco Decaffeinated Vending Coffee 10 X 300g","72.49","0.00","0","0.00","Y"
"531600","Kenco Really Rich Vending Coffee 10 x 300g","68.99","0.00","0","0.00","Y"
"531599","Kenco Really Smooth Vending Coffee 10 x 300g","68.99","0.00","0","0.00","Y"
"531815","Kenco Singles Ancillary Items","4.95","0.00","0","0.00","Y"
"531817","Kenco Singles Brewer","999.99","0.00","2","499.99","Y"
"547951","Kenco Singles Cadbury Hot Chocolate","39.99","0.00","0","3.00","N"
"531687","Kenco Singles Capsule Stand","89.95","0.00","0","0.00","N"
"547952","Kenco Singles Carte Noire Coffee","36.99","0.00","0","3.00","N"
"531805","Kenco Singles Cups","34.35","0.00","0","3.00","N"
"531781","Kenco Singles Dark Roast","37.49","0.00","0","3.00","N"
"531683","Kenco Singles In Smaller Packs","3.49","0.00","0","3.00","N"
"531780","Kenco Singles Medium Roast Coffee","34.99","0.00","0","3.00","N"
"531774","Kenco Singles PG Tips Tea","26.99","0.00","0","3.00","N"
"531630","Kraft Paper Carry Bags","16.99","0.00","0","5.00","N"
"531904","Kraft Ripple Coffee Cups & Lids","32.99","0.00","0","0.00","Y"
"531706","Large Cappuccino Cups & Saucers 12oz x6","28.99","0.00","0","0.00","Y"
"531854","Latte Mug x6","19.99","0.00","0","0.00","N"
"535351","Lavazza Blue Capsules - Crema Gusto Dolce x 100","34.99","0.00","0","5.00","N"
"535352","Lavazza Blue Capsules - Decaffeinato x 100","36.99","0.00","0","5.00","N"
"535350","Lavazza Blue Capsules - Delicato x 100","34.99","0.00","0","5.00","N"
"535348","Lavazza Blue Capsules - Espresso Amabile x 100","34.99","0.00","0","5.00","N"
"535347","Lavazza Blue Capsules - Espresso Intenso Double Shot x 100","52.49","0.00","0","3.00","N"
"535353","Lavazza Blue Capsules - Espresso Intenso Single Shot x 100","34.99","0.00","0","5.00","N"
"535355","Lavazza Blue Capsules - Tierra Intenso Double Shot x 100","52.49","0.00","0","2.00","N"
"535354","Lavazza Blue Capsules - Tierra Intenso Single Shot x 100","34.99","0.00","0","5.00","N"
"536809","Lavazza Brown Sugar Sticks x 1000","9.29","0.00","0","0.00","Y"
"536815","Lavazza Cappuccino Cups & Saucers x 6","19.99","0.00","0","0.00","Y"
"540269","Lavazza Coffee By The Bag","0.00","0.00","0","0.00","N"
"536816","Lavazza Colazione Cups & Saucers x 6","49.99","0.00","0","0.00","N"
"536774","Lavazza Crema Aroma Blue Coffee Beans 6KG","59.99","0.00","0","0.00","Y"
"535345","Lavazza DEK Decaf Ground Sachets x 80","16.99","0.00","0","0.00","Y"
"536814","Lavazza Espresso Cups & Saucers x 12","24.99","0.00","0","0.00","Y"
"535342","Lavazza Gold Selection Coffee Beans 6KG","69.99","0.00","0","0.00","Y"
"535346","Lavazza Gran Crema ESE Pods x 150","36.49","0.00","0","0.00","Y"
"539762","Lavazza Gran Filtro Filter Coffee","39.99","0.00","2","28.49","N"
"535340","Lavazza Grand Espresso Coffee Beans 6KG","61.99","0.00","0","0.00","Y"
"540185","Lavazza Grande Ristorazione Coffee Beans 6KG","54.99","0.00","0","0.00","N"
"543989","Lavazza Italian Roast Coffee Beans 6KG","52.49","0.00","0","0.00","Y"
"536811","Lavazza Pavement Sign","29.99","0.00","0","0.00","N"
"535343","Lavazza Pienaroma Coffee Beans 6KG","76.99","0.00","0","0.00","Y"
"543991","Lavazza Qualita Rossa Coffee Beans 6KG","72.49","0.00","0","0.00","Y"
"535344","Lavazza Super Crema Coffee Beans 6KG","64.99","0.00","0","0.00","Y"
"535341","Lavazza Tierra Arabica Coffee Beans 6KG","64.99","0.00","0","0.00","Y"
"536808","Lavazza White Sugar Sticks x 1000","9.29","0.00","0","0.00","Y"
"531777","Le Royal Premium Skimmed Milk Powder 10 x 500g","37.49","0.00","0","5.00","Y"
"547413","Lees Macaringue Shells","3.99","0.00","2","2.99","Y"
"531917","Long Handled Latte Spoons x12","9.79","0.00","0","0.00","Y"
"531789","Lotus Caramelised Biscuits x 300","10.29","0.00","2","9.29","Y"
"531924","Mango & Passionfruit Smoothie - 1 Ltr","4.49","0.00","0","0.00","Y"
"531663","Mango Smoothie Mix - 1 Ltr","4.49","0.00","0","0.00","Y"
"531962","Matrix Mini Magnum","1499.99","0.00","0","25.00","N"
"531748","Matrix Mini Monarch","1695.00","0.00","0","25.00","N"
"543896","Mentos Mints Individually Wrapped x 700","19.98","0.00","0","0.00","Y"
"531759","Metal & Wooden Coffee Tampers","14.99","0.00","0","0.00","Y"
"538887","Metal Syrup Holder Stand - 5 Bottle","32.49","0.00","0","0.00","Y"
"531644","Milano Cafetiere Sachets x 100","38.99","0.00","0","0.00","Y"
"531716","Milano Ground Filter Coffee","26.99","0.00","0","0.00","Y"
"543194","Milfresh Gold Granulated Milk 10 x 500g","39.99","0.00","0","0.00","Y"
"538756","Milfresh Silver Granulated Milk 10 x 500g","36.99","0.00","0","0.00","Y"
"531792","Milk Frothing Spatula","3.49","0.00","0","0.00","Y"
"531721","Milk Steaming Thermometer","8.99","0.00","0","0.00","Y"
"531653","MilkShake Glasses x 6","22.49","0.00","2","0.00","N"
"540715","MOMA Porridge Pots - Coconut & Chia x 12 Pots","14.99","0.00","0","10.00","Y"
"540487","MOMA Porridge Pots - Cranberry & Raisin x 12 Pots","14.99","0.00","0","10.00","Y"
"540486","MOMA Porridge Pots - Golden Syrup x 12 Pots","14.99","0.00","0","15.00","Y"
"540716","MOMA Porridge Pots - Plain No Sugar x 12 Pots","14.99","0.00","0","10.00","Y"
"540485","MOMA Porridge Pots - Plain With Sugar x 12 Pots","14.99","0.00","0","10.00","Y"
"541069","MOMA Porridge Pots - Variety Pack x 24 Pots","29.99","0.00","0","10.00","N"
"540488","MOMA Porridge Sachets - Golden Syrup x 30","17.99","0.00","0","10.00","Y"
"540489","MOMA Porridge Sachets - Plain x 30","17.99","0.00","0","10.00","Y"
"547362","MONIN Banana Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547364","MONIN Blueberry Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547405","MONIN Cherry Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547435","MONIN Chocolate Frappe Powder - 1.36 KG","15.99","0.00","2","13.99","Y"
"547407","MONIN Coconut Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547436","MONIN Coffee Frappe Powder - 1.36 KG","15.99","0.00","2","13.99","Y"
"547410","MONIN Granny Smith Apple Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547411","MONIN Kiwi Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547412","MONIN Mango Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547437","MONIN Non Dairy Frappe Powder - 1.36 KG","15.99","0.00","2","13.99","Y"
"547414","MONIN Passion Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547415","MONIN Peach Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547418","MONIN Pineapple Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547416","MONIN Raspberry Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547419","MONIN Red Berries Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547417","MONIN Strawberry Fruit Puree - 1 Litre","12.99","0.00","2","10.29","Y"
"547351","Monin Syrups - Almond - 700ml","7.49","0.00","2","5.79","Y"
"547356","Monin Syrups - Amaretto - 1 Litre","7.99","0.00","2","7.49","Y"
"547403","Monin Syrups - Apple Pie - 700ml","7.49","0.00","2","5.79","Y"
"547360","Monin Syrups - Black Forest - 1 Litre","7.99","0.00","2","7.49","Y"
"547357","Monin Syrups - Blackberry - 1 Litre","7.99","0.00","2","7.49","Y"
"547358","Monin Syrups - Blackcurrant - 700ml","7.49","0.00","2","5.79","Y"
"547359","Monin Syrups - Brownie - 1 Litre","7.99","0.00","2","7.49","Y"
"547397","Monin Syrups - Bubble Gum - 700ml","7.49","0.00","2","5.79","Y"
"547398","Monin Syrups - Butterscotch - 700ml","7.49","0.00","2","5.79","Y"
"547361","Monin Syrups - Caramel - 1 Litre","7.99","0.00","2","7.49","Y"
"547402","Monin Syrups - Chai Tea - 1 Litre","7.99","0.00","2","7.49","Y"
"547363","Monin Syrups - Chocolate - 1 Litre","7.99","0.00","2","7.49","Y"
"547365","Monin Syrups - Chocolate Cookie - 700ml","7.49","0.00","2","5.79","Y"
"547366","Monin Syrups - Cinnamon - 1 Litre","7.99","0.00","2","7.49","Y"
"547372","Monin Syrups - Coconut - 700ml","7.49","0.00","2","5.79","Y"
