Old productid Id,New product Id
490055,532808
490411,532809
490036,532810
490035,532811
490060,532812
490053,532813
525116,532814
492922,532815
492307,532816
527376,532817
492308,532818
492309,532819
492311,532820
492316,532821
492321,532822
492326,532823
492327,532824
492328,532825
492329,532826
492465,532827
492524,532828
490674,532829
492305,532830
492306,532831
518618,532832
527560,532833
527561,532834
527562,532835
527563,532836
527564,532837
527565,532838
527566,532839
527529,532840
527530,532841
495548,532842
495547,532843
494632,532844
493710,532845
527440,532846
527441,532847
527469,532848
495864,532849
494870,532850
525117,532851
67811,532852
489886,532853
464531,532854
494521,532855
464528,532856
525712,532857
458832,532858
464570,532859
464569,532860
464522,532861
464519,532862
332659,532863
337787,532864
462885,532865
62997,532866
63006,532867
63013,532868
63175,532869
63159,532870
63156,532871
63157,532872
63183,532873
63203,532874
63220,532875
63221,532876
63276,532877
63374,532878
63720,532879
66297,532880
77039,532881
67812,532882
74856,532883
525668,532884
74858,532885
74859,532886
74902,532887
465145,532888
461535,532889
76891,532890
448980,532891
444941,532892
445061,532893
445062,532894
448300,532895
337782,532896
461965,532897
464575,532898
444944,532899
464563,532900
180073,532901
180074,532902
493909,532903
465377,532904
444403,532905
464818,532906
462906,532907
521127,532908
521130,532909
444547,532910
462828,532911
462834,532912
425551,532913
311547,532914
458673,532915
496194,532916
494023,532917
464699,532918
444942,532919
465387,532920
332661,532921
523578,532922
459982,532923
449532,532924
444534,532925
444536,532926
355171,532927
335452,532928
494193,532929
462888,532930
337092,532931
444578,532932
337340,532933
337341,532934
490030,532935
464533,532936
465379,532937
465380,532938
337779,532939
337780,532940
337831,532941
527468,532942
527492,532943
527488,532944
527489,532945
444651,532946
490251,532947
490252,532948
444518,532949
444520,532950
465303,532951
464793,532952
444822,532953
493595,532954
428908,532955
428909,532956
464518,532957
465236,532958
396450,532959
418352,532960
416671,532961
428053,532962
461608,532963
489878,532964
494662,532965
414874,532966
464534,532967
428902,532968
428903,532969
428904,532970
428906,532971
428907,532972
464532,532973
490000,532974
404216,532975
404215,532976
464687,532977
411051,532978
464770,532979
464771,532980
494022,532981
411159,532982
411157,532983
464795,532984
464888,532985
425708,532986
464889,532987
496586,532988
464891,532989
444017,532990
464886,532991
464884,532992
464885,532993
464883,532994
464881,532995
464880,532996
464876,532997
464485,532998
416667,532999
416669,533000
460514,533001
451293,533002
451289,533003
444014,533004
416808,533005
451942,533006
451943,533007
451944,533008
524194,533009
451948,533010
451951,533011
462887,533012
465270,533013
462893,533014
490584,533015
490585,533016
465059,533017
464823,533018
464822,533019
464821,533020
464819,533021
465235,533022
464813,533023
444769,533024
464811,533025
464810,533026
464794,533027
445060,533028
426403,533029
461609,533030
459977,533031
464747,533032
464740,533033
464741,533034
464739,533035
464738,533036
451282,533037
465301,533038
444018,533039
444013,533040
444015,533041
464702,533042
443863,533043
443864,533044
443861,533045
464697,533046
464698,533047
426407,533048
464684,533049
427758,533050
494300,533051
465102,533052
428051,533053
428058,533054
428061,533055
428062,533056
428064,533057
428066,533058
428067,533059
428221,533060
428225,533061
428360,533062
464686,533063
464685,533064
428642,533065
428645,533066
428646,533067
464652,533068
464576,533069
464572,533070
428938,533071
428940,533072
428972,533073
428973,533074
450091,533075
429093,533076
429117,533077
462680,533078
464826,533079
464808,533080
494975,533081
522422,533082
444821,533083
465143,533084
465144,533085
465304,533086
463663,533087
465271,533088
462901,533089
462839,533090
462840,533091
462794,533092
462829,533093
462795,533094
462764,533095
443543,533096
462886,533097
459329,533098
451937,533099
451938,533100
450092,533101
451225,533102
451228,533103
462655,533104
461370,533105
465376,533106
465378,533107
462022,533108
459476,533109
459484,533110
459485,533111
459492,533112
459497,533113
460513,533114
460696,533115
520650,533116
527490,533117
527491,533118
527444,533119
527445,533120
461456,533121
461460,533122
461462,533123
461500,533124
461539,533125
461541,533126
465302,533127
495000,533128
524909,533129
461780,533130
461781,533131
493904,533132
493907,533133
493908,533134
461897,533135
461906,533136
461917,533137
495337,533138
461920,533139
461962,533140
493598,533141
493599,533142
492828,533143
493593,533144
493594,533145
462719,533146
462720,533147
490593,533148
462732,533149
462733,533150
490014,533151
490015,533152
490016,533153
493596,533154
462751,533155
492116,533156
494178,533157
494180,533158
495455,533159
495454,533160
490049,533161
490050,533162
490051,533163
527378,533164
527379,533165
527380,533166
527381,533167
527382,533168
527383,533169
527384,533170
527385,533171
527386,533172
527387,533173
527388,533174
489843,533175
489879,533176
489912,533177
495815,533178
490591,533179
490598,533180
489973,533181
527538,533182
489978,533183
489979,533184
489981,533185
489988,533186
489992,533187
489994,533188
490123,533189
490095,533190
490096,533191
490097,533192
490098,533193
490099,533194
490100,533195
490106,533196
490101,533197
490102,533198
490104,533199
490105,533200
490117,533201
490118,533202
490119,533203
522558,533204
490124,533205
490140,533206
490142,533207
490143,533208
490144,533209
490145,533210
490589,533211
527504,533212
527505,533213
527506,533214
527507,533215
527508,533216
492543,533217
521109,533218
495367,533219
527509,533220
527510,533221
527511,533222
527512,533223
527513,533224
527514,533225
494346,533226
494348,533227
494877,533228
494326,533229
527372,533230
494156,533231
494157,533232
494153,533233
525276,533234
525277,533235
494324,533236
525431,533237
525432,533238
527369,533239
522556,533240
522557,533241
527425,533242
527426,533243
527427,533244
527428,533245
527429,533246
493693,533247
493694,533248
496181,533249
527377,533250
496463,533251
496466,533252
496465,533253
496462,533254
496461,533255
518490,533256
524876,533257
494173,533258
494177,533259
494208,533260
527494,533261
527495,533262
527496,533263
527497,533264
527498,533265
527499,533266
527500,533267
527501,533268
527502,533269
527503,533270
527531,533271
493879,533272
527371,533273
493707,533274
518236,533275
495115,533276
494327,533277
494801,533278
527493,533279
494947,533280
492623,533281
492159,533282
490655,533283
492420,533284
494989,533285
524064,533286
527520,533287
527521,533288
527522,533289
527523,533290
527524,533291
527525,533292
527526,533293
527527,533294
527528,533295
494610,533296
494171,533297
496460,533298
511398,533299
494788,533300
521128,533301
527449,533302
527450,533303
527451,533304
527452,533305
527453,533306
527454,533307
527442,533308
527443,533309
525616,533310
527465,533311
527466,533312
527467,533313
527455,533314
527456,533315
527457,533316
527458,533317
527459,533318
527460,533319
494807,533320
494802,533321
494796,533322
524193,533323
492826,533324
496180,533325
494855,533326
492919,533327
493886,533328
495088,533329
493702,533330
496182,533331
492530,533332
494854,533333
495575,533334
493884,533335
518356,533336
492498,533337
492918,533338
495120,533339
495121,533340
492751,533341
492752,533342
495119,533343
492753,533344
492754,533345
492497,533346
494853,533347
523659,533348
495118,533349
495087,533350
493994,533351
492058,533352
492059,533353
492060,533354
492062,533355
492063,533356
492067,533357
492082,533358
492083,533359
492090,533360
492093,533361
492095,533362
492096,533363
492118,533364
492120,533365
492125,533366
492137,533367
492138,533368
492143,533369
492145,533370
492157,533371
492158,533372
492160,533373
492163,533374
492188,533375
492209,533376
492228,533377
525933,533378
492239,533379
492245,533380
492525,533381
492285,533382
492286,533383
492293,533384
492330,533385
492331,533386
492332,533387
492333,533388
492334,533389
494667,533390
494668,533391
492419,533392
492434,533393
492438,533394
492440,533395
492439,533396
525294,533397
492453,533398
492455,533399
492491,533400
492495,533401
492496,533402
492628,533403
492531,533404
492600,533405
492601,533406
492624,533407
492625,533408
518581,533409
493735,533410
492812,533411
492798,533412
492809,533413
492810,533414
493784,533415
492813,533416
492815,533417
496190,533418
492835,533419
496242,533420
527424,533421
494200,533422
494202,533423
494203,533424
494206,533425
525278,533426
496564,533427
494204,533428
527567,533429
527568,533430
527569,533431
493581,533432
493582,533433
493584,533434
493635,533435
493642,533436
493771,533437
493772,533438
493773,533439
493774,533440
493767,533441
493745,533442
493738,533443
493792,533444
493719,533445
495116,533446
493954,533447
493955,533448
493953,533449
496457,533450
493855,533451
493856,533452
495275,533453
495180,533454
493720,533455
493903,533456
527461,533457
527462,533458
527463,533459
527464,533460
493790,533461
493874,533462
493785,533463
493786,533464
493857,533465
493881,533466
493882,533467
493951,533468
493949,533469
493794,533470
493795,533471
493796,533472
493715,533473
514144,533474
493880,533475
493731,533476
493845,533477
493875,533478
493876,533479
493877,533480
527420,533481
527421,533482
493743,533483
493736,533484
493788,533485
493956,533486
493846,533487
493789,533488
512119,533489
493950,533490
495406,533491
493844,533492
527374,533493
493680,533494
495281,533495
493685,533496
493712,533497
493714,533498
493737,533499
493739,533500
493740,533501
493741,533502
493748,533503
493751,533504
493752,533505
493977,533506
493979,533507
493978,533508
493980,533509
493982,533510
493983,533511
493987,533512
493995,533513
493996,533514
493997,533515
493999,533516
494000,533517
494016,533518
494007,533519
494009,533520
494010,533521
494012,533522
494013,533523
494014,533524
494017,533525
494019,533526
494020,533527
494025,533528
494027,533529
494028,533530
494029,533531
494031,533532
496464,533533
494106,533534
494110,533535
494113,533536
494114,533537
494115,533538
494119,533539
494120,533540
494124,533541
494133,533542
494190,533543
495479,533544
495496,533545
495467,533546
495648,533547
495649,533548
495375,533549
523300,533550
518576,533551
495370,533552
495492,533553
494194,533554
494195,533555
494197,533556
495478,533557
494522,533558
516151,533559
494276,533560
494277,533561
494280,533562
494285,533563
494286,533564
494287,533565
494288,533566
494289,533567
494303,533568
494305,533569
494307,533570
494314,533571
494315,533572
494316,533573
494319,533574
495627,533575
494373,533576
494374,533577
494393,533578
525118,533579
495507,533580
494398,533581
494399,533582
494400,533583
494401,533584
494402,533585
494403,533586
494408,533587
494441,533588
494442,533589
494443,533590
518354,533591
494472,533592
494517,533593
494518,533594
494520,533595
494575,533596
494576,533597
494577,533598
494600,533599
494601,533600
494602,533601
494603,533602
494612,533603
494613,533604
494618,533605
494627,533606
494631,533607
494634,533608
494635,533609
494642,533610
494643,533611
494646,533612
494647,533613
494648,533614
494659,533615
494660,533616
494661,533617
494977,533618
494674,533619
495434,533620
494702,533621
494703,533622
496045,533623
494706,533624
494708,533625
495778,533626
495779,533627
494724,533628
494737,533629
494741,533630
494743,533631
494744,533632
494749,533633
494751,533634
494752,533635
494753,533636
494809,533637
494810,533638
494811,533639
494812,533640
494960,533641
494826,533642
494831,533643
494832,533644
494871,533645
494872,533646
494873,533647
494880,533648
494882,533649
494889,533650
494891,533651
494892,533652
494893,533653
494895,533654
494914,533655
495808,533656
494926,533657
521097,533658
494961,533659
494973,533660
494978,533661
494979,533662
495002,533663
518328,533664
495006,533665
495008,533666
495009,533667
495010,533668
495057,533669
495058,533670
525288,533671
523892,533672
522271,533673
495232,533674
495145,533675
495147,533676
495148,533677
527368,533678
495150,533679
495151,533680
495154,533681
495155,533682
495156,533683
495157,533684
495158,533685
495160,533686
495165,533687
495166,533688
495167,533689
495184,533690
495170,533691
495171,533692
495196,533693
495173,533694
495187,533695
495188,533696
495189,533697
525669,533698
495201,533699
495204,533700
495206,533701
495567,533702
495219,533703
495220,533704
495223,533705
495224,533706
495225,533707
495226,533708
495233,533709
495239,533710
495240,533711
495243,533712
495244,533713
495247,533714
495248,533715
495254,533716
495280,533717
495279,533718
495284,533719
495282,533720
495283,533721
495276,533722
495277,533723
495278,533724
495292,533725
495293,533726
495365,533727
495330,533728
495331,533729
495332,533730
495347,533731
495349,533732
495366,533733
495369,533734
495373,533735
526028,533736
495390,533737
495399,533738
495404,533739
495400,533740
495401,533741
495403,533742
495408,533743
518594,533744
495423,533745
495427,533746
524888,533747
495437,533748
495549,533749
495550,533750
495551,533751
495563,533752
495564,533753
495568,533754
495570,533755
495571,533756
495572,533757
495579,533758
495581,533759
495582,533760
495583,533761
495584,533762
495585,533763
495586,533764
524264,533765
518262,533766
495592,533767
521100,533768
495599,533769
495600,533770
495601,533771
495602,533772
495605,533773
495606,533774
495622,533775
495623,533776
495626,533777
495633,533778
495634,533779
495696,533780
495695,533781
495694,533782
495693,533783
495813,533784
495671,533785
495674,533786
495675,533787
495665,533788
495666,533789
495668,533790
495661,533791
518579,533792
495663,533793
495651,533794
495652,533795
495653,533796
495637,533797
495638,533798
495647,533799
495686,533800
495685,533801
495733,533802
495734,533803
495736,533804
495748,533805
495807,533806
511276,533807
496044,533808
496048,533809
518502,533810
518503,533811
518506,533812
496189,533813
496191,533814
496192,533815
496195,533816
496196,533817
496221,533818
527544,533819
527545,533820
527546,533821
496199,533822
496200,533823
518582,533824
496222,533825
496224,533826
496225,533827
525436,533828
496228,533829
523923,533830
496406,533831
496411,533832
496412,533833
496455,533834
496456,533835
496582,533836
496584,533837
524275,533838
520768,533839
524307,533840
525671,533841
511084,533842
514097,533843
514084,533844
514083,533845
525773,533846
525742,533847
514884,533848
514095,533849
525774,533850
514081,533851
518373,533852
518374,533853
514294,533854
511085,533855
511086,533856
511088,533857
511108,533858
516577,533859
516580,533860
518575,533861
516579,533862
523519,533863
527375,533864
527370,533865
523642,533866
520783,533867
527430,533868
514982,533869
527578,533870
527579,533871
527580,533872
527581,533873
527582,533874
527583,533875
527584,533876
527585,533877
527586,533878
527587,533879
527588,533880
527589,533881
527590,533882
527591,533883
527592,533884
527593,533885
527481,533886
525335,533887
515718,533888
523586,533889
523894,533890
527471,533891
527472,533892
527473,533893
527475,533894
527476,533895
516121,533896
516134,533897
516161,533898
516162,533899
516168,533900
516169,533901
516171,533902
516556,533903
516569,533904
516570,533905
516575,533906
525111,533907
517803,533908
518089,533909
527547,533910
527548,533911
527549,533912
527550,533913
527551,533914
527552,533915
527553,533916
527554,533917
527555,533918
527556,533919
527557,533920
527558,533921
527559,533922
518619,533923
518620,533924
518621,533925
523120,533926
519028,533927
519050,533928
520655,533929
525566,533930
527433,533931
520696,533932
520404,533933
520405,533934
527434,533935
527435,533936
527436,533937
520700,533938
527486,533939
527487,533940
527480,533941
527478,533942
527479,533943
523895,533944
520986,533945
521129,533946
521118,533947
527543,533948
527542,533949
527540,533950
525433,533951
522639,533952
524355,533953
524922,533954
524923,533955
524924,533956
525495,533957
525119,533958
525121,533959
525273,533960
525280,533961
525300,533962
525303,533963
525307,533964
525309,533965
525310,533966
525311,533967
525316,533968
525336,533969
525337,533970
525338,533971
525339,533972
525340,533973
525342,533974
525343,533975
525345,533976
525346,533977
525347,533978
525348,533979
525350,533980
525349,533981
525351,533982
525353,533983
525369,533984
525370,533985
525444,533986
525462,533987
525496,533988
525503,533989
525505,533990
525507,533991
525509,533992
525511,533993
525512,533994
525617,533995
527439,533996
525670,533997
525701,533998
525703,533999
525718,534000
