Old productid Id,New product Id
496043,531982
496046,531983
496049,531984
496231,531985
496313,531986
496320,531987
527911,531988
514424,531989
525698,531990
528550,531991
514860,531992
523186,531993
511091,531994
511092,531995
511093,531996
511094,531997
511095,531998
511096,531999
511097,532000
511098,532001
511099,532002
511102,532003
511103,532004
511106,532005
511107,532006
511184,532007
511185,532008
511186,532009
511187,532010
511188,532011
511189,532012
511190,532013
511192,532014
511256,532015
516422,532016
516401,532017
526616,532018
519745,532019
520913,532020
519516,532021
516304,532022
517333,532023
517351,532024
517352,532025
517353,532026
525802,532027
518617,532028
519634,532029
519051,532030
519529,532031
519101,532032
526617,532033
526614,532034
526615,532035
526612,532036
526613,532037
521063,532038
521064,532039
521065,532040
521066,532041
521067,532042
521068,532043
521069,532044
521070,532045
521071,532046
521074,532047
521076,532048
521077,532049
521078,532050
521088,532051
527628,532052
